Epoch,Loss,Accuracy
1,0.224638161844979,91.00971644926621
2,0.16443633985335188,93.0590622196895
3,0.149312277650272,93.65018819854767
4,0.1390257564204125,94.06047608049782
5,0.13122505129927775,94.39369186470641
6,0.12482368736037956,94.68673594431966
7,0.1189943625954454,94.9361407292015
8,0.11394763474371886,95.15885161265841
9,0.10963739139644021,95.37920715187194
10,0.10569533230270409,95.56272772416825
11,0.10199803225101763,95.71778788685711
12,0.0983124581203976,95.8795215249022
13,0.09483094273432596,96.04354508096169
14,0.0920292461201899,96.16543414555635
15,0.08882628635072881,96.32193368528283
16,0.08598158247211354,96.42969068441724
17,0.08353684912921014,96.54601851954837
18,0.08088968553550259,96.66725332185321
19,0.07870010068564856,96.76585064893005
20,0.07647496822713233,96.86889695957771
21,0.0741723866887365,96.96906451615014
22,0.07208926841122369,97.06798897437189
23,0.07009797259397998,97.14970633437122
24,0.06825363819050377,97.2326667927212
25,0.0662828224554972,97.33806844761224
26,0.06500165510043512,97.39217593898088
27,0.06311575147783037,97.4693788891804
28,0.06152499238121859,97.54867547870737
29,0.06014938405185465,97.61037241263799
30,0.05848930694413455,97.67723801865826
31,0.057189558162422015,97.73769185423821
32,0.055877738213060794,97.79140678823296
33,0.05480612789859949,97.83504608296438
34,0.05350943919965192,97.8979206890167
35,0.05217993980904775,97.94077486900034
36,0.050964334463460714,98.00705163895975
37,0.050039002776212545,98.04827016321882
38,0.048736828951827724,98.09760153987173
39,0.047813025508461435,98.15170903124037
40,0.046884037919621646,98.18232850640425
41,0.04615846673610494,98.21785494874182
42,0.04505068086981076,98.25953145660377
43,0.044218059662563626,98.29643184974998
44,0.043276995063364035,98.32135924299236
45,0.042184590105319074,98.3785417671232
46,0.04136568856123407,98.409422947203
47,0.04042478640818214,98.44436055347973
48,0.03997741377403881,98.47596142207834
49,0.039039424897548206,98.50991763492033
50,0.038447045548474466,98.53347107735408
51,0.037530626396440295,98.56441768366287
52,0.037199514582054435,98.57724122454347
53,0.03625501436252092,98.62559120776164
54,0.03574925342081684,98.63965784699292
55,0.03504346048471923,98.67616568276523
56,0.03432123743682223,98.69363448590359
57,0.033872863353181716,98.73060030527878
58,0.03339647391906314,98.73668494457417
59,0.03282863280847455,98.75238723953001
60,0.0322085268333693,98.77417417378122
61,0.03138504315203235,98.81526184558233
62,0.031084170656618764,98.83430087821627
63,0.03071843238159512,98.83986210767979
64,0.030181460830467504,98.86681771402064
65,0.02980170938679862,98.88036094342006
66,0.029257703183455303,98.90528833666244
67,0.02889864486697986,98.92700984468468
68,0.0282565249960418,98.95304948381977
69,0.027727057316950608,98.97542525413184
70,0.02755576860129264,98.9773880410013
71,0.027128080228318145,98.9834726802967
72,0.02656752079892139,99.00545589323487
73,0.02639364947530003,99.01801772919953
74,0.026060494669410295,99.04183287654921
75,0.02536273387407956,99.06348895834246
76,0.025422053794486678,99.06061020426723
77,0.02487639636213392,99.080303499191
78,0.024807729566679135,99.08161202377066
79,0.024216719340761132,99.10163244983934
80,0.0241216850342765,99.11674590873433
81,0.023599289112050656,99.13526153153643
82,0.023436457063513952,99.14442120359399
83,0.022939081878327272,99.15757187561951
84,0.022762819302016426,99.1688906132335
85,0.022336425703524086,99.1802093508475
86,0.021945581739814556,99.19388343270487
87,0.022153417868103667,99.19466854745266
88,0.02141966148779418,99.21606292432999
89,0.021196808011989837,99.22496089147162
90,0.021029634947194432,99.22195128493843
91,0.020610424621357763,99.23876582578696
92,0.020528210157405906,99.2506733994618
93,0.020451568709122278,99.25243990764433
94,0.0201379155114467,99.26231926822071
95,0.019996926266183872,99.27062839930151
96,0.0195848098210067,99.27991892381705
97,0.019430194491448897,99.28528387459362
98,0.01923015057175939,99.29372385813238
99,0.019162331614009143,99.29359300567441
100,0.018822984850290006,99.31132351372871
