Epoch,Loss,Accuracy
1,0.2683744625266887,89.91304199905917
2,0.1884388669479425,92.27257352108916
3,0.16992341246333362,92.98984126942587
4,0.15852173061892913,93.43644070846138
5,0.15074121734199347,93.72941936184564
6,0.14466046656635656,93.95684093378931
7,0.13964995929967106,94.14971745683013
8,0.13527972212021358,94.30844148834203
9,0.13170718111316407,94.47383899521014
10,0.12807679452700518,94.6228799448326
11,0.12495421567751634,94.74987225528791
12,0.12206498858139211,94.87529433624763
13,0.11934609355109282,94.97611615510989
14,0.11712212209238061,95.06339474457273
15,0.11463021675617335,95.1803114157647
16,0.11248574100834431,95.25699095613237
17,0.11044314179073048,95.3428301685576
18,0.10862892941630377,95.43017418424942
19,0.10673788425170462,95.52052780647445
20,0.1050206477470732,95.59053387148587
21,0.10335346123474669,95.66315698565661
22,0.10171887003562283,95.73872428013156
23,0.10020906365532485,95.8143570008355
24,0.09865482615005303,95.88580244288454
25,0.09692084531136101,95.94612542600653
26,0.09579664179073613,96.00396221242718
27,0.0944470295769582,96.05924737591752
28,0.09300023535580977,96.12539329341897
29,0.09175502256263325,96.1859779814569
30,0.09060522491272617,96.22418689918275
31,0.08949474410736198,96.276069898766
32,0.08821808102676004,96.35045952111926
33,0.08703928875273118,96.3970429961549
34,0.08594888397222447,96.44146740563411
35,0.08484115548119807,96.50879099525726
36,0.08381046170327758,96.53927961796316
37,0.08283871643217253,96.58193751925985
38,0.08175275796131228,96.62616565005212
39,0.08076641765386043,96.68230135451923
40,0.079951849963233,96.70991122314989
41,0.07911618768776563,96.74242805895426
42,0.07805862079687202,96.81047133709622
43,0.077261486416402,96.83042633693591
44,0.07641303358816849,96.87053261530228
45,0.07535437960642263,96.92679917222735
46,0.07455337924315493,96.97613054888026
47,0.0737927292724684,96.98875781107391
48,0.07298535483949634,97.0132926469424
49,0.07204128328157318,97.06733471208207
50,0.07159910373403337,97.09160784303462
51,0.07069539075484016,97.11274051499602
52,0.07014344648426692,97.15081858026392
53,0.06933344726443934,97.18438223573202
54,0.06836017995472603,97.22272200591584
55,0.06795121176850231,97.24444351393808
56,0.06702294578878068,97.3020185954428
57,0.06656654760832428,97.31287934945392
58,0.06582971778921368,97.33963867710781
59,0.06528970387260635,97.36136018513005
60,0.06474662333631478,97.3932227586446
61,0.06400181261368625,97.42698269279964
62,0.06329409413689761,97.44615257789157
63,0.06285095354790537,97.4791928235278
64,0.06226164190336741,97.49339031521703
65,0.061549189048373504,97.52257041334329
66,0.061062593057576484,97.54082433122944
67,0.06059953816918446,97.56889218346299
68,0.0598888623600955,97.60363351105278
69,0.05929332775652893,97.62149487156505
70,0.05899817859197822,97.62960772395888
71,0.05842684024341515,97.66506874006748
72,0.05793980148057491,97.67717259242927
73,0.057386838860148684,97.71237190362193
74,0.05700561492949037,97.72133529699255
75,0.05628682060816626,97.74711323121171
76,0.05626607502680108,97.75215105084338
77,0.05522593368797211,97.79186477183585
78,0.05513210019330322,97.80154785372527
79,0.054730714463373895,97.82660609942562
80,0.05415122998143919,97.84538342714364
81,0.05371860755676724,97.86442245977759
82,0.05321966101518082,97.88346149241154
83,0.052967477355405,97.9036127709382
84,0.05251971599952526,97.92108157407655
85,0.051839823825955755,97.93743813132222
86,0.05147782607265972,97.95399096725482
87,0.05119511307035986,97.96792675402813
88,0.050553296459953746,98.01392139300293
89,0.05041036560219199,98.00077072097741
90,0.04995986262989946,98.01745440936799
91,0.049629825834661634,98.03924134361921
92,0.04911431789451646,98.05533619594894
93,0.04887554970192982,98.06645865487599
94,0.04837323346438467,98.08818016289823
95,0.0479000897024269,98.11258414630875
96,0.047737905292760806,98.11912676920701
97,0.04727973160593833,98.14464299851025
98,0.046986936320554694,98.15949475248931
99,0.046529067693142766,98.1670187688223
100,0.04626077799484434,98.1750007687582
